ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N;Late_or_ontime;Customer_satisfaction;Customer_segmentation;Weight_category
5386;B;Ship;3;2;238;4;low;Female;7;5254;0;Ontime;Dissatisfied;Regular;Heavy weight
5387;C;Ship;4;4;219;2;medium;Male;7;4604;0;Ontime;Satisfied;Occasional;Medium weight
5388;E;Ship;5;2;226;3;medium;Male;6;4700;1;Late;Dissatisfied;Occasional;Medium weight
5389;D;Ship;3;3;211;4;low;Male;7;4733;0;Ontime;Neutral;Regular;Medium weight
5390;E;Ship;5;4;139;3;medium;Female;6;5721;0;Ontime;Satisfied;Occasional;Heavy weight
5391;A;Ship;4;2;137;2;medium;Female;2;5804;1;Late;Dissatisfied;Occasional;Heavy weight
5392;B;Ship;4;4;222;2;medium;Male;7;4343;0;Ontime;Satisfied;Occasional;Medium weight
5393;C;Ship;2;3;257;2;low;Female;1;5331;1;Late;Neutral;Occasional;Heavy weight
5394;E;Ship;5;1;186;4;medium;Male;5;5239;0;Ontime;Dissatisfied;Regular;Heavy weight
5395;D;Ship;4;2;262;3;low;Male;4;5085;0;Ontime;Dissatisfied;Occasional;Heavy weight
5396;E;Ship;4;3;248;3;low;Male;5;4781;1;Late;Neutral;Occasional;Medium weight
5397;A;Ship;5;3;245;3;medium;Female;5;5663;0;Ontime;Neutral;Occasional;Heavy weight
5398;B;Ship;5;3;202;4;low;Male;6;5107;0;Ontime;Neutral;Regular;Heavy weight
5399;C;Ship;4;3;279;6;medium;Male;2;5405;0;Ontime;Neutral;Regular;Heavy weight
5400;E;Ship;5;1;263;3;medium;Male;6;4505;1;Late;Dissatisfied;Occasional;Medium weight
5401;D;Ship;3;5;227;4;low;Female;9;4647;0;Ontime;Satisfied;Regular;Medium weight
5402;E;Ship;5;3;245;4;high;Male;8;4129;1;Late;Neutral;Regular;Medium weight
5403;A;Ship;4;5;142;2;medium;Female;7;4594;1;Late;Satisfied;Occasional;Medium weight
5404;B;Ship;5;3;192;3;medium;Female;6;4037;1;Late;Neutral;Occasional;Medium weight
5405;C;Ship;4;3;190;4;medium;Male;4;4102;1;Late;Neutral;Regular;Medium weight
5406;E;Ship;2;2;146;4;low;Male;4;5817;0;Ontime;Dissatisfied;Regular;Heavy weight
5407;D;Ship;4;3;161;2;medium;Male;3;4391;1;Late;Neutral;Occasional;Medium weight
5408;E;Ship;3;3;192;3;low;Female;1;4180;1;Late;Neutral;Occasional;Medium weight
5409;A;Ship;3;1;267;3;low;Male;5;5528;0;Ontime;Dissatisfied;Occasional;Heavy weight
5410;B;Ship;5;5;186;4;medium;Female;9;5592;1;Late;Satisfied;Regular;Heavy weight
5411;C;Ship;4;2;149;5;medium;Female;8;4209;0;Ontime;Dissatisfied;Regular;Medium weight
5412;E;Ship;4;4;246;3;low;Male;2;5473;1;Late;Satisfied;Occasional;Heavy weight
5413;D;Ship;3;2;177;4;low;Female;3;5527;0;Ontime;Dissatisfied;Regular;Heavy weight
5414;E;Ship;4;5;199;2;low;Female;8;4463;0;Ontime;Satisfied;Occasional;Medium weight
5415;A;Ship;5;2;247;3;medium;Female;3;4698;1;Late;Dissatisfied;Occasional;Medium weight
5416;B;Ship;4;5;157;3;medium;Female;2;4343;1;Late;Satisfied;Occasional;Medium weight
5417;C;Ship;3;1;202;3;medium;Female;9;4322;0;Ontime;Dissatisfied;Occasional;Medium weight
5418;E;Ship;4;2;150;3;low;Male;6;5787;1;Late;Dissatisfied;Occasional;Heavy weight
5419;D;Ship;5;5;209;2;low;Female;3;4348;0;Ontime;Satisfied;Occasional;Medium weight
5420;E;Ship;5;3;223;3;low;Male;6;5977;0;Ontime;Neutral;Occasional;Heavy weight
5421;A;Ship;3;3;234;3;low;Female;8;4839;1;Late;Neutral;Occasional;Medium weight
5422;B;Ship;6;1;147;3;medium;Female;5;4012;0;Ontime;Dissatisfied;Occasional;Medium weight
5423;C;Ship;6;5;201;5;medium;Male;3;5771;0;Ontime;Satisfied;Regular;Heavy weight
5424;E;Ship;5;3;134;2;low;Male;10;5279;1;Late;Neutral;Occasional;Heavy weight
5425;D;Ship;4;1;229;4;low;Female;3;4352;1;Late;Dissatisfied;Regular;Medium weight
5426;E;Ship;4;4;200;4;low;Female;3;5583;1;Late;Satisfied;Regular;Heavy weight
5427;A;Ship;4;4;239;3;low;Male;4;4756;0;Ontime;Satisfied;Occasional;Medium weight
5428;B;Ship;5;4;237;6;medium;Male;2;4541;0;Ontime;Satisfied;Regular;Medium weight
5429;C;Ship;5;2;121;5;medium;Female;10;4790;0;Ontime;Dissatisfied;Regular;Medium weight
5430;E;Ship;3;4;156;3;medium;Male;6;5255;1;Late;Satisfied;Occasional;Heavy weight
5431;D;Ship;5;3;195;4;low;Female;9;5577;0;Ontime;Neutral;Regular;Heavy weight
5432;E;Ship;4;4;261;3;high;Male;9;5515;0;Ontime;Satisfied;Occasional;Heavy weight
5433;A;Ship;2;1;255;2;medium;Male;9;5936;1;Late;Dissatisfied;Occasional;Heavy weight
5434;B;Ship;3;5;212;4;low;Female;9;5791;0;Ontime;Satisfied;Regular;Heavy weight
5435;C;Ship;4;4;241;3;low;Female;8;5206;1;Late;Satisfied;Occasional;Heavy weight
5436;E;Ship;4;5;266;3;medium;Female;4;5928;1;Late;Satisfied;Occasional;Heavy weight
5437;D;Ship;4;5;253;2;low;Male;8;5652;0;Ontime;Satisfied;Occasional;Heavy weight
5438;E;Ship;4;3;192;3;medium;Female;10;5190;0;Ontime;Neutral;Occasional;Heavy weight
5439;A;Ship;4;4;263;4;medium;Male;7;4041;1;Late;Satisfied;Regular;Medium weight
5440;B;Ship;4;5;198;6;medium;Female;6;5380;0;Ontime;Satisfied;Regular;Heavy weight
5441;C;Ship;3;1;225;2;high;Male;6;5274;1;Late;Dissatisfied;Occasional;Heavy weight
5442;E;Ship;3;1;209;2;medium;Female;3;4184;0;Ontime;Dissatisfied;Occasional;Medium weight
5443;D;Ship;3;4;222;3;medium;Male;3;4068;0;Ontime;Satisfied;Occasional;Medium weight
5444;E;Ship;3;1;162;3;medium;Female;7;5971;0;Ontime;Dissatisfied;Occasional;Heavy weight
5445;A;Ship;5;1;217;2;medium;Male;6;5518;0;Ontime;Dissatisfied;Occasional;Heavy weight
5446;B;Ship;3;5;252;4;low;Female;7;5328;1;Late;Satisfied;Regular;Heavy weight
5447;C;Ship;4;1;236;3;low;Female;4;4248;0;Ontime;Dissatisfied;Occasional;Medium weight
5448;E;Ship;4;4;113;3;medium;Female;1;5610;1;Late;Satisfied;Occasional;Heavy weight
5449;D;Ship;6;4;157;6;low;Female;9;5354;1;Late;Satisfied;Regular;Heavy weight
5450;E;Ship;5;3;169;4;low;Female;4;5683;0;Ontime;Neutral;Regular;Heavy weight
5451;A;Ship;5;3;268;3;medium;Female;9;4152;1;Late;Neutral;Occasional;Medium weight
5452;B;Ship;4;4;259;7;medium;Male;7;4408;0;Ontime;Satisfied;Loyal;Medium weight
5453;C;Ship;3;2;135;7;medium;Female;5;4716;0;Ontime;Dissatisfied;Loyal;Medium weight
5454;E;Road;4;1;196;5;low;Male;7;5380;0;Ontime;Dissatisfied;Regular;Heavy weight
5455;D;Road;5;5;132;2;high;Female;1;4233;0;Ontime;Satisfied;Occasional;Medium weight
5456;E;Road;3;5;256;2;medium;Female;9;5750;0;Ontime;Satisfied;Occasional;Heavy weight
5457;A;Road;3;5;240;8;low;Male;9;4436;1;Late;Satisfied;Loyal;Medium weight
5458;B;Road;2;3;225;7;high;Male;7;4009;1;Late;Neutral;Loyal;Medium weight
5459;C;Road;5;2;205;3;low;Female;3;5182;0;Ontime;Dissatisfied;Occasional;Heavy weight
5460;E;Road;4;4;146;3;low;Female;10;5805;0;Ontime;Satisfied;Occasional;Heavy weight
5461;D;Road;7;3;281;4;low;Female;4;1480;0;Ontime;Neutral;Regular;Light weight
5462;E;Road;6;4;256;4;low;Female;2;1752;1;Late;Satisfied;Regular;Light weight
5463;A;Road;6;2;304;4;low;Male;2;1256;1;Late;Dissatisfied;Regular;Light weight
5464;B;Road;6;4;285;4;medium;Male;9;1180;0;Ontime;Satisfied;Regular;Light weight
5465;C;Road;7;5;283;5;low;Male;8;1578;0;Ontime;Satisfied;Regular;Light weight
5466;E;Road;6;4;304;4;low;Male;6;1890;1;Late;Satisfied;Regular;Light weight
5467;D;Road;6;1;282;4;medium;Male;4;1716;0;Ontime;Dissatisfied;Regular;Light weight
5468;E;Road;6;3;304;5;medium;Female;6;1184;0;Ontime;Neutral;Regular;Light weight
5469;A;Road;6;5;301;5;medium;Male;3;1628;0;Ontime;Satisfied;Regular;Light weight
5470;B;Road;7;1;296;4;low;Female;10;1230;1;Late;Dissatisfied;Regular;Light weight
5471;C;Road;6;5;264;4;low;Male;1;1039;1;Late;Satisfied;Regular;Light weight
5472;E;Road;6;4;306;4;low;Male;9;1595;0;Ontime;Satisfied;Regular;Light weight
5473;D;Road;4;1;241;3;low;Male;4;4493;1;Late;Dissatisfied;Occasional;Medium weight
5474;E;Road;4;5;266;3;medium;Male;8;4889;0;Ontime;Satisfied;Occasional;Medium weight
5475;A;Road;4;4;253;2;low;Female;6;5892;0;Ontime;Satisfied;Occasional;Heavy weight
5476;B;Flight;4;2;192;3;medium;Female;3;4922;0;Ontime;Dissatisfied;Occasional;Medium weight
5477;C;Flight;4;5;263;4;medium;Female;7;4243;1;Late;Satisfied;Regular;Medium weight
5478;E;Flight;4;4;198;6;medium;Male;9;5730;1;Late;Satisfied;Regular;Heavy weight
5479;D;Flight;3;4;225;2;high;Male;5;5997;0;Ontime;Satisfied;Occasional;Heavy weight
5480;E;Flight;3;2;209;2;medium;Male;6;5095;1;Late;Dissatisfied;Occasional;Heavy weight
5481;A;Flight;3;1;222;3;medium;Female;8;4650;1;Late;Dissatisfied;Occasional;Medium weight
5482;B;Flight;3;5;162;3;medium;Male;1;4480;0;Ontime;Satisfied;Occasional;Medium weight
5483;C;Flight;5;4;217;2;medium;Male;4;4380;1;Late;Satisfied;Occasional;Medium weight
5484;E;Flight;3;4;252;4;low;Female;10;5495;0;Ontime;Satisfied;Regular;Heavy weight
5485;D;Flight;4;5;236;3;low;Male;8;4132;0;Ontime;Satisfied;Occasional;Medium weight
5486;E;Flight;4;5;113;3;medium;Female;10;4053;1;Late;Satisfied;Occasional;Medium weight
5487;A;Flight;6;1;157;6;low;Male;1;4631;1;Late;Dissatisfied;Regular;Medium weight
5488;B;Flight;5;5;169;4;low;Female;2;4188;0;Ontime;Satisfied;Regular;Medium weight
5489;C;Flight;5;5;268;3;medium;Male;2;4459;1;Late;Satisfied;Occasional;Medium weight
5490;E;Flight;4;1;259;7;medium;Female;4;5102;0;Ontime;Dissatisfied;Loyal;Heavy weight
5491;D;Flight;3;2;135;7;medium;Male;8;4901;0;Ontime;Dissatisfied;Loyal;Medium weight
5492;E;Flight;4;4;196;5;low;Female;6;4258;0;Ontime;Satisfied;Regular;Medium weight
5493;A;Flight;5;5;132;2;high;Male;6;4392;0;Ontime;Satisfied;Occasional;Medium weight
5494;B;Flight;3;5;256;2;medium;Female;4;5368;1;Late;Satisfied;Occasional;Heavy weight
5495;C;Flight;3;2;240;8;low;Female;9;4908;0;Ontime;Dissatisfied;Loyal;Medium weight
5496;E;Flight;2;2;225;7;high;Male;9;4947;1;Late;Dissatisfied;Loyal;Medium weight
5497;D;Flight;5;2;205;3;low;Female;2;4270;0;Ontime;Dissatisfied;Occasional;Medium weight
5498;E;Ship;4;4;146;3;low;Male;10;4472;1;Late;Satisfied;Occasional;Medium weight
5499;A;Ship;7;3;281;4;low;Male;1;1215;1;Late;Neutral;Regular;Light weight
5500;B;Ship;6;4;256;4;low;Female;9;1676;0;Ontime;Satisfied;Regular;Light weight
5501;C;Ship;6;4;304;4;low;Male;7;1226;1;Late;Satisfied;Regular;Light weight
5502;E;Ship;6;2;285;4;medium;Male;6;1016;1;Late;Dissatisfied;Regular;Light weight
5503;D;Ship;7;2;283;5;low;Female;10;1722;1;Late;Dissatisfied;Regular;Light weight
5504;E;Ship;6;5;304;4;low;Female;6;1864;1;Late;Satisfied;Regular;Light weight
5505;A;Ship;6;2;282;4;medium;Male;8;1553;0;Ontime;Dissatisfied;Regular;Light weight
5506;B;Ship;6;3;304;5;medium;Female;10;1254;1;Late;Neutral;Regular;Light weight
5507;C;Ship;6;5;301;5;medium;Female;7;1209;1;Late;Satisfied;Regular;Light weight
5508;E;Ship;7;1;296;4;low;Male;4;1446;0;Ontime;Dissatisfied;Regular;Light weight
5509;D;Ship;6;5;264;4;low;Female;4;1822;1;Late;Satisfied;Regular;Light weight
5510;E;Ship;6;4;304;4;low;Male;6;1342;0;Ontime;Satisfied;Regular;Light weight
5511;A;Ship;6;2;305;4;low;Male;8;1015;0;Ontime;Dissatisfied;Regular;Light weight
5512;B;Ship;6;2;309;4;low;Male;7;1941;0;Ontime;Dissatisfied;Regular;Light weight
5513;C;Ship;6;5;266;4;medium;Female;6;1312;1;Late;Satisfied;Regular;Light weight
5514;E;Ship;4;1;233;4;low;Male;2;1809;0;Ontime;Dissatisfied;Regular;Light weight
5515;D;Ship;5;3;287;4;low;Male;2;1437;0;Ontime;Neutral;Regular;Light weight
5516;E;Ship;6;5;268;4;low;Male;10;1170;0;Ontime;Satisfied;Regular;Light weight
5517;A;Ship;6;2;290;4;medium;Male;2;1070;1;Late;Dissatisfied;Regular;Light weight
5518;B;Ship;7;4;291;4;high;Male;4;1248;1;Late;Satisfied;Regular;Light weight
5519;C;Ship;5;3;227;5;medium;Male;2;1965;0;Ontime;Neutral;Regular;Light weight
5520;E;Ship;3;5;222;2;low;Male;9;1321;0;Ontime;Satisfied;Occasional;Light weight
5521;D;Ship;6;5;301;4;medium;Female;2;1943;0;Ontime;Satisfied;Regular;Light weight
5522;E;Ship;6;2;304;4;medium;Female;10;1983;1;Late;Dissatisfied;Regular;Light weight
5523;A;Ship;4;2;133;3;low;Male;2;1212;1;Late;Dissatisfied;Occasional;Light weight
5524;B;Ship;4;1;218;5;low;Female;5;1238;0;Ontime;Dissatisfied;Regular;Light weight
5525;C;Ship;5;5;304;5;low;Female;8;1949;1;Late;Satisfied;Regular;Light weight
5526;E;Ship;6;1;260;4;medium;Male;9;1698;1;Late;Dissatisfied;Regular;Light weight
5527;D;Ship;6;5;252;4;low;Female;9;1460;0;Ontime;Satisfied;Regular;Light weight
5528;E;Ship;4;2;253;5;low;Male;5;1812;0;Ontime;Dissatisfied;Regular;Light weight
5529;A;Ship;6;4;248;4;low;Female;6;1851;0;Ontime;Satisfied;Regular;Light weight
5530;B;Ship;5;3;237;5;medium;Female;4;1733;1;Late;Neutral;Regular;Light weight
5531;C;Ship;5;3;264;5;medium;Female;5;1399;0;Ontime;Neutral;Regular;Light weight
5532;E;Ship;6;1;308;4;medium;Male;1;1216;1;Late;Dissatisfied;Regular;Light weight
5533;D;Ship;7;3;270;4;medium;Female;10;1211;0;Ontime;Neutral;Regular;Light weight
5534;E;Ship;6;3;269;4;medium;Female;6;1822;1;Late;Neutral;Regular;Light weight
5535;A;Ship;6;1;271;4;low;Female;9;1302;0;Ontime;Dissatisfied;Regular;Light weight
5536;B;Ship;7;1;244;5;medium;Female;3;1418;1;Late;Dissatisfied;Regular;Light weight
5537;C;Ship;6;2;245;4;low;Female;8;1904;0;Ontime;Dissatisfied;Regular;Light weight
5538;E;Ship;5;4;219;5;low;Male;5;1388;1;Late;Satisfied;Regular;Light weight
5539;D;Ship;6;2;257;4;low;Female;4;1929;1;Late;Dissatisfied;Regular;Light weight
5540;E;Ship;3;3;226;3;low;Male;4;5048;0;Ontime;Neutral;Occasional;Heavy weight
5541;A;Ship;4;4;200;2;low;Male;5;5783;0;Ontime;Satisfied;Occasional;Heavy weight
5542;B;Ship;4;4;260;2;low;Male;3;5801;0;Ontime;Satisfied;Occasional;Heavy weight
5543;C;Ship;3;4;142;2;medium;Female;7;5346;0;Ontime;Satisfied;Occasional;Heavy weight
5544;E;Ship;5;3;193;5;medium;Male;3;5888;0;Ontime;Neutral;Regular;Heavy weight
5545;D;Ship;5;2;180;3;medium;Male;1;4655;1;Late;Dissatisfied;Occasional;Medium weight
5546;E;Ship;4;3;232;3;medium;Female;8;5298;1;Late;Neutral;Occasional;Heavy weight
5547;A;Ship;3;2;148;2;low;Female;1;4133;1;Late;Dissatisfied;Occasional;Medium weight
5548;B;Ship;5;3;205;4;low;Male;9;4277;0;Ontime;Neutral;Regular;Medium weight
5549;C;Ship;3;4;212;3;medium;Female;3;4811;0;Ontime;Satisfied;Occasional;Medium weight
5550;E;Ship;3;4;168;2;medium;Male;9;5235;1;Late;Satisfied;Occasional;Heavy weight
5551;D;Ship;3;5;145;2;low;Female;2;4232;1;Late;Satisfied;Occasional;Medium weight
5552;E;Ship;3;5;253;3;medium;Male;9;5979;1;Late;Satisfied;Occasional;Heavy weight
5553;A;Ship;3;5;143;2;low;Female;6;4253;0;Ontime;Satisfied;Occasional;Medium weight
5554;B;Ship;4;2;267;5;low;Male;9;4720;1;Late;Dissatisfied;Regular;Medium weight
5555;C;Ship;6;1;123;5;medium;Male;5;5323;1;Late;Dissatisfied;Regular;Heavy weight
5556;E;Ship;5;1;106;5;medium;Female;4;4180;0;Ontime;Dissatisfied;Regular;Medium weight
5557;D;Ship;2;2;249;3;low;Female;3;4129;1;Late;Dissatisfied;Occasional;Medium weight
5558;E;Ship;5;1;178;2;low;Female;5;4369;0;Ontime;Dissatisfied;Occasional;Medium weight
5559;A;Ship;4;3;148;4;low;Female;1;4243;0;Ontime;Neutral;Regular;Medium weight
5560;B;Ship;4;1;144;4;medium;Male;6;5197;1;Late;Dissatisfied;Regular;Heavy weight
5561;C;Ship;3;1;249;2;low;Female;2;5572;1;Late;Dissatisfied;Occasional;Heavy weight
5562;E;Ship;5;5;128;3;low;Male;9;5143;1;Late;Satisfied;Occasional;Heavy weight
5563;D;Ship;4;4;228;4;high;Male;1;5573;0;Ontime;Satisfied;Regular;Heavy weight
5564;E;Ship;3;4;242;2;low;Female;10;5559;1;Late;Satisfied;Occasional;Heavy weight
5565;A;Ship;4;2;272;3;medium;Female;1;4933;1;Late;Dissatisfied;Occasional;Medium weight
5566;B;Ship;4;1;173;2;medium;Female;8;4893;0;Ontime;Dissatisfied;Occasional;Medium weight
5567;C;Ship;3;2;189;6;low;Male;7;4329;0;Ontime;Dissatisfied;Regular;Medium weight
5568;E;Ship;4;2;245;2;low;Male;3;4000;0;Ontime;Dissatisfied;Occasional;Medium weight
5569;D;Ship;4;1;211;3;high;Male;5;5757;1;Late;Dissatisfied;Occasional;Heavy weight
5570;E;Ship;2;1;214;3;high;Male;1;4391;0;Ontime;Dissatisfied;Occasional;Medium weight
5571;A;Ship;5;4;215;2;low;Female;1;5669;0;Ontime;Satisfied;Occasional;Heavy weight
5572;B;Ship;3;1;248;2;medium;Male;1;5703;0;Ontime;Dissatisfied;Occasional;Heavy weight
5573;C;Ship;3;1;225;3;medium;Male;2;4284;0;Ontime;Dissatisfied;Occasional;Medium weight
5574;E;Ship;5;1;120;3;low;Male;7;4381;1;Late;Dissatisfied;Occasional;Medium weight
5575;D;Ship;5;2;243;3;low;Female;8;4133;1;Late;Dissatisfied;Occasional;Medium weight
5576;E;Ship;3;4;214;2;low;Male;10;4794;0;Ontime;Satisfied;Occasional;Medium weight
5577;A;Ship;3;1;144;3;low;Female;8;5221;1;Late;Dissatisfied;Occasional;Heavy weight
5578;B;Ship;3;1;242;6;low;Male;10;5493;1;Late;Dissatisfied;Regular;Heavy weight
5579;C;Ship;4;5;160;5;medium;Female;3;4648;1;Late;Satisfied;Regular;Medium weight
5580;E;Ship;5;5;139;4;medium;Female;3;4433;1;Late;Satisfied;Regular;Medium weight
5581;D;Ship;3;1;221;4;medium;Female;8;5971;0;Ontime;Dissatisfied;Regular;Heavy weight
5582;E;Ship;5;5;266;2;medium;Male;7;5712;1;Late;Satisfied;Occasional;Heavy weight
5583;A;Ship;5;4;140;4;low;Female;10;4528;0;Ontime;Satisfied;Regular;Medium weight
5584;B;Ship;4;4;134;2;low;Male;1;5209;1;Late;Satisfied;Occasional;Heavy weight
5585;C;Ship;3;3;260;2;low;Male;7;5738;0;Ontime;Neutral;Occasional;Heavy weight
5586;E;Ship;5;4;261;6;medium;Female;4;5349;0;Ontime;Satisfied;Regular;Heavy weight
5587;D;Ship;5;2;274;4;medium;Female;7;4929;0;Ontime;Dissatisfied;Regular;Medium weight
5588;E;Ship;4;5;263;3;medium;Male;3;4020;0;Ontime;Satisfied;Occasional;Medium weight
5589;A;Ship;4;4;189;4;medium;Female;9;5838;1;Late;Satisfied;Regular;Heavy weight
5590;B;Ship;4;5;257;2;low;Male;3;5394;0;Ontime;Satisfied;Occasional;Heavy weight
5591;C;Road;5;5;195;4;medium;Male;1;4482;0;Ontime;Satisfied;Regular;Medium weight
5592;E;Road;2;3;201;3;medium;Male;5;5733;1;Late;Neutral;Occasional;Heavy weight
5593;D;Road;4;4;264;4;medium;Male;9;5186;0;Ontime;Satisfied;Regular;Heavy weight
5594;E;Road;3;2;180;2;high;Male;10;4024;0;Ontime;Dissatisfied;Occasional;Medium weight
5595;A;Road;3;1;220;3;low;Female;6;5572;1;Late;Dissatisfied;Occasional;Heavy weight
5596;B;Road;5;1;113;3;medium;Female;6;5509;1;Late;Dissatisfied;Occasional;Heavy weight
5597;C;Road;4;2;168;2;high;Female;9;5684;0;Ontime;Dissatisfied;Occasional;Heavy weight
5598;E;Road;5;2;251;3;low;Male;9;4298;1;Late;Dissatisfied;Occasional;Medium weight
5599;D;Road;4;2;245;3;medium;Female;2;4835;1;Late;Dissatisfied;Occasional;Medium weight
5600;E;Road;4;4;164;4;medium;Female;1;4365;1;Late;Satisfied;Regular;Medium weight
5601;A;Road;3;1;232;2;medium;Male;4;5806;1;Late;Dissatisfied;Occasional;Heavy weight
5602;B;Road;4;3;138;3;high;Male;2;5358;0;Ontime;Neutral;Occasional;Heavy weight
5603;C;Road;4;2;233;3;low;Female;3;5740;1;Late;Dissatisfied;Occasional;Heavy weight
5604;E;Road;4;4;150;2;medium;Female;1;4711;1;Late;Satisfied;Occasional;Medium weight
5605;D;Road;3;5;253;2;medium;Male;7;5846;0;Ontime;Satisfied;Occasional;Heavy weight
5606;E;Road;4;4;179;3;medium;Male;5;4061;1;Late;Satisfied;Occasional;Medium weight
5607;A;Road;5;2;135;2;medium;Male;4;5405;0;Ontime;Dissatisfied;Occasional;Heavy weight
5608;B;Road;3;1;166;2;medium;Female;9;5853;1;Late;Dissatisfied;Occasional;Heavy weight
5609;C;Road;3;4;196;2;medium;Female;5;4342;1;Late;Satisfied;Occasional;Medium weight
5610;E;Road;4;4;238;2;low;Female;4;4337;1;Late;Satisfied;Occasional;Medium weight
5611;D;Road;2;2;159;6;low;Female;6;4044;0;Ontime;Dissatisfied;Regular;Medium weight
5612;E;Road;3;5;226;2;medium;Male;3;4208;1;Late;Satisfied;Occasional;Medium weight
5613;A;Flight;5;1;182;5;high;Female;6;5398;0;Ontime;Dissatisfied;Regular;Heavy weight
5614;B;Flight;5;5;173;3;low;Male;4;5265;1;Late;Satisfied;Occasional;Heavy weight
5615;C;Flight;3;2;257;5;low;Male;5;4130;1;Late;Dissatisfied;Regular;Medium weight
5616;E;Flight;2;3;223;3;low;Female;9;5653;0;Ontime;Neutral;Occasional;Heavy weight
5617;D;Flight;4;2;194;3;low;Female;3;5174;0;Ontime;Dissatisfied;Occasional;Heavy weight
5618;E;Flight;5;4;281;3;low;Female;10;5675;0;Ontime;Satisfied;Occasional;Heavy weight
5619;A;Flight;5;4;236;3;medium;Female;1;5711;0;Ontime;Satisfied;Occasional;Heavy weight
5620;B;Flight;3;5;165;4;low;Male;6;4795;1;Late;Satisfied;Regular;Medium weight
5621;C;Flight;4;2;200;2;low;Female;8;4222;0;Ontime;Dissatisfied;Occasional;Medium weight
5622;E;Flight;3;3;168;4;low;Female;2;4541;1;Late;Neutral;Regular;Medium weight
5623;D;Flight;4;3;266;6;medium;Female;5;5209;0;Ontime;Neutral;Regular;Heavy weight
5624;E;Flight;2;1;226;2;medium;Female;1;5576;0;Ontime;Dissatisfied;Occasional;Heavy weight
5625;A;Flight;5;3;143;2;medium;Male;5;5612;1;Late;Neutral;Occasional;Heavy weight
5626;B;Flight;4;2;116;3;low;Female;2;5602;1;Late;Dissatisfied;Occasional;Heavy weight
5627;C;Flight;4;4;139;2;high;Female;9;4446;1;Late;Satisfied;Occasional;Medium weight
5628;E;Flight;4;3;248;2;medium;Female;2;4700;0;Ontime;Neutral;Occasional;Medium weight
5629;D;Flight;5;4;135;2;low;Male;5;5834;0;Ontime;Satisfied;Occasional;Heavy weight
5630;E;Flight;4;4;265;2;medium;Female;9;4106;0;Ontime;Satisfied;Occasional;Medium weight
5631;A;Flight;5;5;175;6;medium;Female;2;4995;1;Late;Satisfied;Regular;Medium weight
5632;B;Flight;6;2;256;3;medium;Male;1;4435;1;Late;Dissatisfied;Occasional;Medium weight
5633;C;Flight;5;4;217;2;medium;Female;3;5925;0;Ontime;Satisfied;Occasional;Heavy weight
5634;E;Flight;4;4;203;3;medium;Male;8;4443;0;Ontime;Satisfied;Occasional;Medium weight
5635;D;Ship;3;4;145;2;high;Female;5;5513;0;Ontime;Satisfied;Occasional;Heavy weight
5636;E;Ship;3;2;268;3;low;Male;9;4215;0;Ontime;Dissatisfied;Occasional;Medium weight
5637;A;Ship;4;5;206;2;medium;Female;10;4437;0;Ontime;Satisfied;Occasional;Medium weight
5638;B;Ship;3;2;215;3;medium;Female;10;4198;1;Late;Dissatisfied;Occasional;Medium weight
5639;C;Ship;4;1;177;3;medium;Female;5;4382;0;Ontime;Dissatisfied;Occasional;Medium weight
5640;E;Ship;3;3;183;3;low;Female;3;5538;0;Ontime;Neutral;Occasional;Heavy weight
5641;D;Ship;4;2;227;5;medium;Male;6;4618;0;Ontime;Dissatisfied;Regular;Medium weight
5642;E;Ship;4;1;209;4;medium;Female;1;5057;0;Ontime;Dissatisfied;Regular;Heavy weight
5643;A;Ship;4;4;193;3;low;Male;5;5090;1;Late;Satisfied;Occasional;Heavy weight
5644;B;Ship;4;4;144;2;low;Male;5;4380;1;Late;Satisfied;Occasional;Medium weight
5645;C;Ship;4;2;192;3;low;Female;3;4130;1;Late;Dissatisfied;Occasional;Medium weight
5646;E;Ship;2;3;247;4;low;Male;5;5725;0;Ontime;Neutral;Regular;Heavy weight
5647;D;Ship;3;4;199;4;medium;Female;6;5207;0;Ontime;Satisfied;Regular;Heavy weight
5648;E;Ship;6;5;273;5;medium;Male;10;5756;1;Late;Satisfied;Regular;Heavy weight
5649;A;Ship;3;3;232;4;low;Female;4;4662;1;Late;Neutral;Regular;Medium weight
5650;B;Ship;3;5;214;3;low;Female;6;5319;0;Ontime;Satisfied;Occasional;Heavy weight
